,KM [mM],RIDS,MIDS
3918,0.29748553,THZPSN3,ppi_c
3919,0.32023224,THZPSN3,dxyl5p_c
3920,0.42082396,PSP_L,h2o_c
3921,0.6458442,PSP_L,ser__L_c
3922,0.27237716,PSP_L,pi_c
3923,0.29155535,PSP_L,pser__L_c
3924,0.6331906,DDPGALA,g3p_c
3925,0.3327515,DDPGALA,2dh3dgal6p_c
3926,1.6816479,DDPGALA,pyr_c
3927,1.6011211,G6PDA,h2o_c
3928,1.2714365,G6PDA,f6p_c
3929,2.774604,G6PDA,nh4_c
3930,1.2620178,G6PDA,gam6p_c
3931,1.4720187,PLIPA1E160pp,h_p
3932,1.4922705,PLIPA1E160pp,h2o_p
3933,0.07685082,PLIPA1E160pp,hdca_p
3934,0.08161948,PLIPA1E160pp,pe160_p
3935,0.073231705,PLIPA1E160pp,2agpe160_p
3936,0.2225369,3NTD2pp,pi_p
3937,0.1814643,3NTD2pp,uri_p
3938,0.1396916,3NTD2pp,h2o_p
3939,0.043594286,3NTD2pp,3ump_p
3940,0.039824426,PGCD,nadh_c
3941,0.16081272,PGCD,3pg_c
3942,0.056292463,PGCD,nad_c
3943,0.09035378,PGCD,3php_c
3944,0.68438596,PGCD,h_c
3945,0.4881692,NADHPO,h2o_c
3946,0.07308615,NADHPO,nad_c
3947,1.087544,NADHPO,h2o2_c
3948,0.33750865,NADHPO,h_c
3949,0.04514909,NADHPO,nadh_c
3950,1.9925832,AGM4PCP,h2o_c
3951,1.2722074,AGM4PCP,ala__D_c
3952,0.913023,GCALDD,h2o_c
3953,0.1026906,GCALDD,nad_c
3954,0.09624445,GCALDD,glyclt_c
3955,0.48334727,GCALDD,gcald_c
3956,0.94522995,GCALDD,h_c
3957,0.053384487,GCALDD,nadh_c
3958,0.42247286,SDPDS,succ_c
3959,1.7549559,SDPDS,h2o_c
3960,0.48911056,SDPDS,sl26da_c
3961,0.95743203,SDPDS,26dap_LL_c
3962,0.02805177,CTECOAI7,hdd2coa_c
3963,1.5568103,MLTG1,h2o_c
3964,2.0931678,MLTG1,glc__D_c
3965,0.3591096,MLTG1,malt_c
3966,0.27871332,MLTG1,malttr_c
3967,1.4720187,PLIPA1E181pp,h_p
3968,0.07939938,PLIPA1E181pp,ocdcea_p
3969,1.4922705,PLIPA1E181pp,h2o_p
3970,0.60538465,THRD,thr__L_c
3971,0.110103294,THRD,nad_c
3972,0.646161,THRD,2aobut_c
3973,3.7869613,THRD,h_c
3974,0.07176285,THRD,nadh_c
3975,0.47759947,SBTptspp,sbt6p_c
3976,0.75151974,SBTptspp,sbt__D_p
3977,0.22998519,SBTptspp,pep_c
3978,0.34424442,SBTptspp,pyr_c
3979,0.40291756,SBTptspp,sbt6p_c
3980,1.6687267,SBTptspp,sbt__D_p
3981,0.3117533,SBTptspp,pep_c
3982,0.88362825,SBTptspp,pyr_c
3983,0.4145089,SBTptspp,sbt6p_c
3984,2.2250092,SBTptspp,sbt__D_p
3985,0.41103584,SBTptspp,pep_c
3986,1.5066444,SBTptspp,pyr_c
3987,0.19905776,SBTptspp,sbt6p_c
3988,2.034837,SBTptspp,sbt__D_p
3989,0.21855098,SBTptspp,pep_c
3990,0.6733922,SBTptspp,pyr_c
3991,0.51560843,METSOXR2,h2o_c
3992,0.24330766,METSOXR2,met__L_c
3993,0.23346117,METSOXR2,metsox_R__L_c
3994,1.6906295,METSOXR2,h2o_c
3995,0.70647454,METSOXR2,met__L_c
3996,0.6117374,METSOXR2,metsox_R__L_c
3997,0.05769274,EAR161x,nad_c
3998,2.8962915,EAR161x,h_c
3999,0.053822614,EAR161x,nadh_c
4000,0.29186776,OPHBDC,co2_c
4001,0.017903017,OPHBDC,3ophb_c
4002,0.016604811,OPHBDC,2oph_c
4003,1.1979342,OPHBDC,h_c
4004,5.6515665,ENO,h2o_c
4005,0.42809877,ENO,pep_c
4006,1.4720187,PLIPA2G140pp,h_p
4007,0.06611723,PLIPA2G140pp,pg140_p
4008,0.06532626,PLIPA2G140pp,1agpg140_p
4009,1.4922705,PLIPA2G140pp,h2o_p
4010,0.03390635,ADOCBIK,adp_c
4011,0.032565877,ADOCBIK,atp_c
4012,0.021416832,ADOCBIK,adocbip_c
4013,1.1702336,ADOCBIK,h_c
4014,0.6016156,AM4PA,h2o_c
4015,0.008102525,MALS,coa_c
4016,0.91470194,MALS,h2o_c
4017,0.06077257,MALS,mal__L_c
4018,0.012104528,MALS,accoa_c
4019,0.12925471,MALS,glx_c
4020,1.2653985,MALS,h_c
4021,0.017579893,MALS,coa_c
4022,1.0801833,MALS,h2o_c
4023,0.27822393,MALS,mal__L_c
4024,0.028746795,MALS,accoa_c
4025,0.55635923,MALS,glx_c
4026,0.9883865,MALS,h_c
4027,0.21115375,AGMHE,adphep_LD_c
4028,0.26094222,AGMHE,adphep_DD_c
4029,0.63603127,PGPP141,h2o_c
4030,0.3156326,PGPP141,pi_c
